barcode;company;name;img;10vote;10less_water;comment;10more_water;comment;buyagain;
7391835917292;Arvid Nordquist;MELLAN,CLASSIC MELLANROST FRISK & FRUKTIG;https://www.arvidnordquist.se/globalassets/kaffe-dvh/sortiment-dvh/packshots/arvid_classic_mellan_kpack_utz_upd_1.jpg;6;6;A little bit bitter;3;Pretty bland, very boring;Highly not;
